liar_share,honest_original_stag_rate,intended_success,public_success,shared_success,flip_induced_loss,flip_induced_rescue,shared_failure,n_models,n_cells,honest_original_stag_rate_low,honest_original_stag_rate_high,intended_success_low,intended_success_high,public_success_low,public_success_high,shared_success_low,shared_success_high,flip_induced_loss_low,flip_induced_loss_high,flip_induced_rescue_low,flip_induced_rescue_high,shared_failure_low,shared_failure_high
0.2,0.9632936507936509,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.0,0.0,0.027777777777777773,7,21,0.8938492063492064,1.0,0.9166666666666667,1.0,0.9166666666666667,1.0,0.9166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
0.4,0.835978835978836,0.8690476190476192,0.7896825396825397,0.7857142857142857,0.08333333333333334,0.003968253968253968,0.12698412698412698,7,21,0.6984126984126985,0.9444444444444444,0.7261904761904762,0.9761904761904763,0.6071428571428571,0.9325396825396826,0.6071428571428571,0.9285714285714286,0.0,0.2619047619047619,0.0,0.015873015873015872,0.019841269841269844,0.26200396825396816
0.6,0.6448412698412698,0.8412698412698413,0.26587301587301587,0.23015873015873017,0.611111111111111,0.03571428571428571,0.12301587301587301,7,21,0.5158234126984127,0.765922619047619,0.7023809523809524,0.9523809523809524,0.126984126984127,0.4285714285714285,0.09523809523809523,0.39285714285714285,0.41666666666666663,0.7817460317460317,0.0,0.09523809523809523,0.023809523809523808,0.2619047619047619
0.8,0.5158730158730159,0.7777777777777778,0.12301587301587302,0.11904761904761904,0.6587301587301587,0.003968253968253968,0.21825396825396828,7,21,0.3531746031746032,0.6746031746031746,0.6586309523809524,0.8969246031746031,0.007936507936507936,0.3017857142857141,0.0,0.2979166666666664,0.47609126984126987,0.8333333333333333,0.0,0.015873015873015872,0.09523809523809523,0.3413690476190475
